Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Present Value of Customer
OZ64384,Oregon,8609.158215,Yes,Basic,Bachelor,1/14/11,Employed,F,79090,Urban,Married,107,2,74,0,3,Personal Auto,Personal L3,Offer2,Branch,289.040734,SUV,Medsize,7628.959266
KV99077,Nevada,5157.053124,No,Basic,College,02-08-2011,Employed,M,43906,Suburban,Divorced,65,6,53,0,6,Personal Auto,Personal L1,Offer1,Web,468.0,Two-Door Car,Small,2977.0
NY24020,Arizona,3748.99343,No,Extended,High School or Below,2/24/11,Employed,M,82189,Urban,Divorced,94,20,17,0,1,Personal Auto,Personal L3,Offer2,Web,354.081091,Two-Door Car,Medsize,1243.918909
CJ81799,Oregon,7462.926263,Yes,Extended,College,1/28/11,Employed,F,70263,Rural,Married,93,30,66,0,5,Personal Auto,Personal L2,Offer2,Call Center,7.345946,Two-Door Car,Small,6130.654054
QI69873,Washington,15063.50118,No,Extended,Master,01-11-2011,Disabled,M,19132,Suburban,Single,207,25,15,0,3,Personal Auto,Personal L1,Offer4,Agent,1008.569798,Luxury Car,Small,2096.430202
VC70716,Arizona,9657.579498,Yes,Extended,High School or Below,1/31/11,Unemployed,M,0,Suburban,Married,131,34,61,0,9,Corporate Auto,Corporate L3,Offer1,Agent,628.8,SUV,Medsize,7362.2
ZB88708,Nevada,2799.470318,No,Basic,Master,01-11-2011,Employed,M,78127,Rural,Married,69,5,6,0,1,Personal Auto,Personal L3,Offer3,Call Center,136.172569,Four-Door Car,Medsize,277.827431
XG64081,Arizona,2759.978287,Yes,Basic,Bachelor,01-03-2011,Employed,M,92296,Suburban,Married,69,4,65,0,1,Personal Auto,Personal L3,Offer2,Agent,331.2,Two-Door Car,Medsize,4153.8
ZZ35218,Oregon,5392.499539,No,Basic,Doctor,1/28/11,Unemployed,M,0,Urban,Married,74,19,8,0,8,Corporate Auto,Corporate L3,Offer4,Agent,317.109447,Two-Door Car,Medsize,274.890553
KA95976,California,5392.502531,No,Basic,High School or Below,1/18/11,Employed,F,80550,Urban,Married,68,16,67,3,7,Personal Auto,Personal L3,Offer1,Branch,265.516965,Four-Door Car,Medsize,4290.483035
TF23305,Arizona,3574.990725,No,Extended,College,1/29/11,Employed,F,51950,Suburban,Married,89,34,90,0,1,Personal Auto,Personal L3,Offer1,Web,429.171384,Two-Door Car,Large,7580.828616
TU72516,Oregon,5608.172012,No,Basic,College,02-10-2011,Disabled,F,20392,Suburban,Married,73,23,85,0,9,Personal Auto,Personal L1,Offer2,Branch,350.4,Four-Door Car,Medsize,5854.6
DM16101,Washington,4754.653816,No,Basic,College,02-05-2011,Employed,F,30886,Rural,Divorced,61,8,36,0,6,Special Auto,Special L2,Offer2,Agent,8.315904,Four-Door Car,Medsize,2187.684096
UF93725,Oregon,2239.647297,No,Basic,Bachelor,01-08-2011,Unemployed,M,0,Suburban,Single,66,2,76,0,1,Personal Auto,Personal L2,Offer4,Web,475.2,Four-Door Car,Small,4540.8
IH62666,California,7356.383518,No,Basic,Bachelor,1/27/11,Employed,F,33089,Suburban,Married,61,10,61,0,2,Personal Auto,Personal L1,Offer1,Web,292.8,Four-Door Car,Small,3428.2
FG23952,Oregon,13283.86446,No,Extended,College,2/19/11,Unemployed,M,0,Suburban,Single,132,20,22,0,2,Personal Auto,Personal L1,Offer1,Agent,950.4,SUV,Medsize,1953.6
NH85248,Arizona,6893.171997,No,Basic,College,1/22/11,Unemployed,M,0,Suburban,Single,68,8,72,0,2,Corporate Auto,Corporate L1,Offer1,Agent,326.4,Two-Door Car,Medsize,4569.6
XO75323,California,3966.129505,No,Basic,College,2/18/11,Employed,M,72439,Suburban,Married,100,5,22,1,1,Personal Auto,Personal L2,Offer2,Web,480.0,SUV,Medsize,1720.0
FX78901,Oregon,16548.85665,No,Extended,Bachelor,1/21/11,Employed,F,81639,Rural,Single,82,33,26,0,2,Special Auto,Special L3,Offer2,Call Center,47.952426,Four-Door Car,Medsize,2084.047574
KG40352,Oregon,5447.201066,No,Basic,College,2/18/11,Employed,F,68815,Rural,Married,68,29,37,0,3,Personal Auto,Personal L2,Offer4,Branch,114.743385,Four-Door Car,Small,2401.256615
GX27974,California,4644.90392,No,Basic,College,01-06-2011,Unemployed,F,0,Rural,Married,63,0,42,0,3,Personal Auto,Personal L3,Offer1,Agent,94.958688,Four-Door Car,Medsize,2551.041312
ST31207,California,5318.89664,Yes,Basic,Bachelor,01-12-2011,Employed,F,25134,Suburban,Married,67,3,0,0,6,Personal Auto,Personal L1,Offer2,Call Center,321.6,Four-Door Car,Small,-321.6
VC64410,Arizona,2491.257604,Yes,Basic,High School or Below,02-12-2011,Medical Leave,F,25965,Suburban,Divorced,65,23,27,0,1,Personal Auto,Personal L2,Offer1,Agent,329.206567,Four-Door Car,Medsize,1425.793433
YO49328,Arizona,12296.49757,No,Basic,High School or Below,01-06-2011,Employed,M,55193,Suburban,Married,105,8,22,1,2,Personal Auto,Personal L2,Offer3,Branch,504.0,SUV,Medsize,1806.0
KP10993,California,6273.911874,Yes,Extended,College,2/16/11,Retired,F,18577,Suburban,Divorced,86,21,76,0,6,Personal Auto,Personal L3,Offer1,Branch,412.8,Four-Door Car,Medsize,6123.2
FR15853,Nevada,6366.225775,Yes,Extended,High School or Below,01-07-2011,Employed,M,44368,Suburban,Married,80,5,72,0,3,Corporate Auto,Corporate L2,Offer2,Call Center,384.0,Two-Door Car,Large,5376.0
BR13613,Oregon,6005.847375,Yes,Extended,College,2/23/11,Retired,M,13528,Suburban,Single,86,21,35,0,3,Personal Auto,Personal L3,Offer1,Agent,412.8,Four-Door Car,Medsize,2597.2
MM27192,Oregon,11981.98481,Yes,Basic,Master,1/20/11,Retired,F,21514,Urban,Married,62,0,59,0,2,Personal Auto,Personal L2,Offer1,Agent,257.248789,Two-Door Car,Medsize,3400.751211
HI36042,California,11885.96797,No,Basic,High School or Below,02-07-2011,Unemployed,M,0,Suburban,Married,105,7,20,0,2,Personal Auto,Personal L3,Offer3,Agent,756.0,SUV,Medsize,1344.0
GT89774,Arizona,17109.39447,No,Extended,Bachelor,1/13/11,Employed,F,87139,Rural,Married,213,18,27,0,3,Personal Auto,Personal L3,Offer4,Agent,363.865389,Luxury SUV,Medsize,5387.134611
SB83749,California,4717.62873,No,Basic,High School or Below,2/28/11,Employed,M,20355,Suburban,Married,61,4,6,1,3,Personal Auto,Personal L1,Offer2,Branch,439.2,Four-Door Car,Large,-73.19999999999999
WE77831,California,4778.682644,No,Basic,Bachelor,1/21/11,Unemployed,M,0,Suburban,Divorced,73,8,17,2,9,Personal Auto,Personal L3,Offer2,Agent,350.4,Four-Door Car,Medsize,890.6
HM21382,Washington,2402.333284,No,Basic,Bachelor,1/26/11,Employed,M,46210,Suburban,Married,61,24,44,3,1,Personal Auto,Personal L3,Offer2,Branch,439.2,Two-Door Car,Medsize,2244.8
ML10022,Nevada,13197.92893,Yes,Basic,College,1/27/11,Unemployed,F,0,Suburban,Single,68,19,2,3,2,Personal Auto,Personal L1,Offer1,Agent,326.4,Four-Door Car,Large,-190.39999999999998
QJ65472,California,29232.69297,No,Premium,High School or Below,2/15/11,Medical Leave,M,28613,Suburban,Single,114,17,8,0,2,Personal Auto,Personal L2,Offer1,Agent,820.8,Four-Door Car,Small,91.20000000000005
TZ71391,Oregon,8509.850887,Yes,Basic,Master,1/31/11,Disabled,M,26057,Suburban,Divorced,74,3,63,0,2,Personal Auto,Personal L1,Offer1,Call Center,523.888845,Four-Door Car,Small,4138.1111550000005
AS62048,Arizona,4774.379355,No,Basic,Bachelor,1/19/11,Unemployed,M,0,Suburban,Single,73,1,31,0,3,Personal Auto,Personal L2,Offer4,Web,525.6,Four-Door Car,Medsize,1737.4
PL14941,Nevada,9113.694323,No,Premium,High School or Below,01-06-2011,Employed,F,76700,Urban,Married,112,13,60,0,5,Personal Auto,Personal L2,Offer2,Branch,322.046658,Four-Door Car,Small,6397.953342
LK87874,Nevada,7663.871432,No,Basic,Bachelor,1/20/11,Unemployed,F,0,Suburban,Single,109,5,95,0,3,Personal Auto,Personal L3,Offer2,Call Center,523.2,SUV,Small,9831.8
NK53938,Oregon,2599.968438,No,Basic,Master,01-01-2011,Employed,M,45181,Suburban,Married,65,21,68,0,1,Personal Auto,Personal L2,Offer4,Call Center,312.0,Four-Door Car,Medsize,4108.0
VF96109,Oregon,8819.018934,Yes,Basic,High School or Below,01-10-2011,Employed,M,99845,Suburban,Married,110,23,25,1,8,Personal Auto,Personal L3,Offer2,Branch,528.0,SUV,Medsize,2222.0
IV32877,Oregon,6857.519928,No,Basic,Bachelor,01-08-2011,Unemployed,M,0,Suburban,Single,101,31,1,0,3,Personal Auto,Personal L1,Offer4,Web,1021.719397,SUV,Medsize,-920.719397
EE96187,Oregon,7109.341438,No,Extended,High School or Below,1/21/11,Employed,F,92423,Urban,Married,88,5,79,0,6,Personal Auto,Personal L1,Offer2,Branch,404.243868,Four-Door Car,Medsize,6547.756132
FJ31683,Washington,2842.822337,No,Basic,Doctor,01-04-2011,Employed,F,43793,Rural,Married,71,8,31,0,1,Personal Auto,Personal L2,Offer2,Agent,16.150175,Four-Door Car,Medsize,2184.849825
ON90223,Washington,12846.4477,No,Basic,College,02-06-2011,Employed,M,93210,Suburban,Married,107,6,9,2,2,Personal Auto,Personal L3,Offer1,Agent,513.6,SUV,Small,449.4
SC70396,Oregon,3498.773857,No,Extended,Bachelor,1/17/11,Employed,M,58484,Rural,Divorced,88,15,65,1,1,Personal Auto,Personal L1,Offer1,Web,43.542559,Two-Door Car,Medsize,5676.457441
WF44706,Oregon,6005.214792,Yes,Extended,High School or Below,01-12-2011,Employed,M,26876,Suburban,Single,76,17,72,0,8,Personal Auto,Personal L3,Offer1,Agent,364.8,Four-Door Car,Medsize,5107.2
CF15252,Arizona,4344.524462,No,Basic,Bachelor,2/25/11,Employed,F,48054,Suburban,Married,109,2,64,0,1,Personal Auto,Personal L1,Offer1,Call Center,523.2,SUV,Medsize,6452.8
DG51590,Arizona,25401.51859,No,Extended,Bachelor,02-10-2011,Employed,F,36800,Urban,Single,91,20,18,0,2,Personal Auto,Personal L1,Offer2,Agent,236.63519,Two-Door Car,Medsize,1401.36481
LE12782,Arizona,4466.977478,No,Basic,College,01-10-2011,Employed,M,28663,Suburban,Married,61,15,8,4,7,Personal Auto,Personal L2,Offer4,Agent,292.8,Four-Door Car,Medsize,195.2
LD98568,California,7849.125533,No,Extended,College,2/13/11,Employed,F,54431,Urban,Married,97,19,62,0,3,Personal Auto,Personal L3,Offer1,Agent,284.49502,Four-Door Car,Medsize,5729.50498
WX92363,Washington,4250.775183,No,Basic,Bachelor,2/23/11,Employed,F,27608,Urban,Divorced,108,30,89,0,1,Personal Auto,Personal L3,Offer1,Branch,308.953614,SUV,Medsize,9303.046386
KX57885,California,6073.241952,No,Extended,Bachelor,2/26/11,Retired,M,22103,Suburban,Divorced,89,4,74,1,3,Personal Auto,Personal L3,Offer2,Call Center,427.2,Four-Door Car,Medsize,6158.8
XI30683,Arizona,6729.867925,No,Basic,College,01-11-2011,Unemployed,M,0,Suburban,Single,103,13,20,0,9,Personal Auto,Personal L2,Offer1,Branch,741.6,SUV,Medsize,1318.4
TM13510,Arizona,2588.860221,No,Basic,Doctor,2/15/11,Employed,M,46168,Suburban,Married,65,1,7,0,1,Personal Auto,Personal L2,Offer2,Agent,312.0,Four-Door Car,Medsize,143.0
LU95652,Oregon,7305.936433,No,Extended,College,1/30/11,Employed,M,83221,Rural,Married,91,21,63,0,3,Personal Auto,Personal L3,Offer4,Web,14.386157,Four-Door Car,Medsize,5718.613843
OD45969,California,8531.401125,No,Premium,Bachelor,1/27/11,Employed,M,98677,Rural,Married,105,3,40,0,9,Personal Auto,Personal L2,Offer1,Branch,108.025547,Four-Door Car,Large,4091.974453
MU96709,California,8618.295865,No,Basic,High School or Below,1/22/11,Employed,F,46379,Suburban,Single,72,11,57,0,2,Corporate Auto,Corporate L3,Offer3,Call Center,345.6,Four-Door Car,Large,3758.4
KX55910,Oregon,4957.033603,No,Basic,College,1/15/11,Employed,F,62803,Suburban,Married,62,16,12,0,5,Personal Auto,Personal L3,Offer2,Web,400.959425,Two-Door Car,Small,343.040575
KE10223,California,12255.12414,No,Premium,Bachelor,1/17/11,Unemployed,M,0,Suburban,Single,177,0,6,0,7,Personal Auto,Personal L2,Offer3,Branch,1274.4,SUV,Medsize,-212.4000000000001
QS29824,Nevada,9624.938903,No,Extended,College,1/30/11,Unemployed,M,0,Suburban,Single,134,26,88,0,4,Personal Auto,Personal L2,Offer2,Agent,964.8,SUV,Medsize,10827.2
OF12725,California,7080.131872,No,Extended,Bachelor,02-10-2011,Disabled,F,28139,Suburban,Married,97,31,65,2,3,Personal Auto,Personal L3,Offer1,Branch,465.6,Four-Door Car,Medsize,5839.4
WE52840,Arizona,7053.302737,No,Extended,College,2/16/11,Employed,F,52982,Rural,Divorced,89,8,54,0,3,Corporate Auto,Corporate L3,Offer1,Call Center,31.356274,Four-Door Car,Medsize,4774.643726
OJ65117,Oregon,5365.54161,No,Basic,Bachelor,02-04-2011,Employed,F,77095,Suburban,Divorced,68,22,59,1,4,Personal Auto,Personal L2,Offer3,Agent,461.841879,Four-Door Car,Small,3550.158121
FC52000,Oregon,4306.55935,No,Basic,College,2/17/11,Employed,F,26322,Rural,Married,111,8,94,2,1,Corporate Auto,Corporate L1,Offer3,Branch,180.346146,SUV,Medsize,10253.653854
IN57582,California,5970.816921,No,Extended,College,02-05-2011,Medical Leave,F,25125,Suburban,Single,81,12,91,1,3,Corporate Auto,Corporate L3,Offer1,Agent,583.2,Four-Door Car,Medsize,6787.8
UY13430,Oregon,8879.790017,Yes,Basic,High School or Below,02-03-2011,Employed,F,52583,Urban,Single,113,12,59,0,7,Special Auto,Special L2,Offer1,Agent,528.20086,SUV,Small,6138.79914
PD66941,Arizona,4458.113369,Yes,Basic,Bachelor,01-02-2011,Retired,M,17622,Suburban,Divorced,65,1,36,1,3,Personal Auto,Personal L3,Offer1,Agent,312.0,Four-Door Car,Medsize,2028.0
IB36843,California,5565.892477,No,Basic,Master,01-01-2011,Employed,M,90607,Urban,Single,70,8,89,0,3,Personal Auto,Personal L2,Offer2,Web,311.514116,Four-Door Car,Medsize,5918.485884
VE51810,Arizona,5813.242121,No,Basic,Bachelor,1/20/11,Employed,M,42795,Suburban,Married,73,2,38,0,4,Personal Auto,Personal L1,Offer3,Branch,350.4,Four-Door Car,Large,2423.6
RX50446,Arizona,8365.963454,No,Premium,High School or Below,2/17/11,Disabled,F,27042,Suburban,Divorced,110,17,3,0,7,Personal Auto,Personal L1,Offer2,Branch,1263.325007,Four-Door Car,Medsize,-933.3250069999999
TK22471,Oregon,7275.921106,No,Basic,College,2/16/11,Employed,M,27984,Suburban,Married,62,7,51,1,2,Personal Auto,Personal L3,Offer3,Call Center,445.361629,Four-Door Car,Medsize,2716.638371
YR85283,Nevada,15083.78498,No,Extended,High School or Below,01-01-2011,Employed,F,26021,Urban,Married,126,6,32,0,2,Personal Auto,Personal L2,Offer4,Agent,331.847478,SUV,Small,3700.152522
WH83589,Arizona,8458.912476,No,Basic,High School or Below,1/17/11,Disabled,F,25448,Suburban,Married,71,11,59,0,2,Personal Auto,Personal L2,Offer4,Web,345.022359,Four-Door Car,Medsize,3843.977641
NM40177,California,8010.968982,No,Basic,Bachelor,1/27/11,Employed,M,52009,Urban,Married,68,20,29,0,2,Personal Auto,Personal L3,Offer1,Agent,250.416569,Four-Door Car,Medsize,1721.583431
UV44069,Oregon,2514.428561,No,Basic,High School or Below,01-10-2011,Medical Leave,F,23504,Suburban,Single,69,19,56,0,1,Corporate Auto,Corporate L2,Offer1,Agent,374.399828,Two-Door Car,Small,3489.600172
CO25601,Washington,4112.625047,No,Basic,High School or Below,01-01-2011,Unemployed,M,0,Suburban,Single,71,16,90,3,9,Personal Auto,Personal L2,Offer1,Agent,569.761582,Four-Door Car,Medsize,5820.238418
IS58493,Oregon,4369.697742,No,Basic,Master,02-11-2011,Employed,M,40774,Urban,Married,110,28,59,1,1,Personal Auto,Personal L3,Offer1,Agent,394.968488,Sports Car,Medsize,6095.031512
YF54705,Nevada,7356.010439,No,Extended,College,2/24/11,Employed,M,36812,Urban,Married,92,23,98,1,4,Personal Auto,Personal L3,Offer1,Branch,392.695097,Two-Door Car,Medsize,8623.304903
ES66762,Oregon,10656.88195,Yes,Extended,Bachelor,2/27/11,Employed,F,72540,Suburban,Married,88,7,3,0,2,Personal Auto,Personal L1,Offer2,Call Center,631.743039,Two-Door Car,Medsize,-367.74303899999995
CX85598,Arizona,5365.975978,No,Basic,Bachelor,1/15/11,Employed,M,51240,Urban,Single,70,0,37,2,5,Personal Auto,Personal L1,Offer2,Branch,283.849464,Four-Door Car,Medsize,2306.150536
QF74806,California,6047.02516,Yes,Extended,College,2/19/11,Employed,M,20396,Suburban,Married,76,15,60,1,4,Personal Auto,Personal L3,Offer1,Branch,364.8,Four-Door Car,Medsize,4195.2
LO17461,Arizona,2885.742441,No,Basic,High School or Below,2/16/11,Employed,F,35654,Suburban,Married,72,17,19,0,1,Personal Auto,Personal L1,Offer2,Branch,515.122954,Two-Door Car,Small,852.877046
KW95891,Oregon,2635.148447,No,Basic,High School or Below,1/28/11,Employed,F,93884,Suburban,Married,65,7,10,0,1,Personal Auto,Personal L3,Offer4,Branch,312.0,Four-Door Car,Small,338.0
YR45605,Oregon,2413.888405,No,Basic,Bachelor,01-10-2011,Unemployed,F,0,Suburban,Single,68,6,35,0,1,Personal Auto,Personal L2,Offer3,Web,379.209349,Four-Door Car,Medsize,2000.790651
OW83209,Nevada,8341.929905,No,Basic,Bachelor,2/18/11,Employed,M,30344,Urban,Divorced,107,29,79,0,9,Personal Auto,Personal L3,Offer1,Branch,342.832065,SUV,Medsize,8110.167935
AT86990,Arizona,2487.256248,No,Basic,Bachelor,02-07-2011,Employed,F,28738,Rural,Divorced,62,2,95,0,1,Personal Auto,Personal L2,Offer1,Agent,81.609951,Two-Door Car,Medsize,5808.390049
CW80905,Nevada,9212.613275,No,Basic,High School or Below,2/18/11,Employed,M,70958,Rural,Married,115,1,57,0,7,Personal Auto,Personal L2,Offer1,Agent,115.400119,Sports Car,Medsize,6439.599881
TK65222,California,16407.66461,No,Premium,Bachelor,01-12-2011,Employed,M,22103,Rural,Single,109,16,31,0,2,Personal Auto,Personal L2,Offer1,Agent,160.338007,Four-Door Car,Large,3218.661993
FQ89652,Oregon,7017.145586,No,Basic,College,2/26/11,Unemployed,F,0,Suburban,Single,103,29,91,0,6,Special Auto,Special L2,Offer1,Agent,741.6,SUV,Medsize,8631.4
PH70685,California,5481.502923,No,Basic,Bachelor,2/27/11,Employed,F,70795,Urban,Married,68,10,95,0,4,Corporate Auto,Corporate L1,Offer2,Call Center,177.948654,Four-Door Car,Medsize,6282.051346
AP34711,Arizona,10382.38098,No,Extended,Master,2/19/11,Employed,F,32821,Rural,Married,129,35,40,0,4,Personal Auto,Personal L3,Offer1,Branch,25.89566,SUV,Large,5134.10434
AZ31562,Arizona,5498.940679,Yes,Basic,College,02-05-2011,Medical Leave,M,22520,Suburban,Married,73,17,64,0,3,Personal Auto,Personal L3,Offer1,Branch,350.4,Four-Door Car,Medsize,4321.6
VU87728,Nevada,4846.322223,No,Basic,High School or Below,1/25/11,Unemployed,M,0,Suburban,Single,72,31,75,0,9,Personal Auto,Personal L2,Offer4,Agent,518.4,Four-Door Car,Medsize,4881.6
XX34879,Oregon,14718.11779,No,Extended,College,2/26/11,Employed,M,56263,Suburban,Married,93,27,31,0,2,Corporate Auto,Corporate L3,Offer2,Agent,446.4,Four-Door Car,Medsize,2436.6
GG91020,Nevada,9656.759549,No,Basic,Bachelor,02-10-2011,Unemployed,M,0,Suburban,Single,72,17,52,0,2,Personal Auto,Personal L1,Offer1,Agent,345.6,Four-Door Car,Medsize,3398.4
RO58812,California,4466.101762,No,Basic,College,1/14/11,Unemployed,M,0,Suburban,Single,64,25,33,0,5,Personal Auto,Personal L1,Offer1,Call Center,307.2,Four-Door Car,Medsize,1804.8
GU29647,Oregon,21423.63723,Yes,Basic,Bachelor,01-03-2011,Unemployed,M,0,Suburban,Married,65,9,31,0,2,Personal Auto,Personal L2,Offer2,Agent,312.0,Two-Door Car,Medsize,1703.0
QF66202,Nevada,2531.73969,No,Basic,College,2/19/11,Employed,M,31993,Rural,Divorced,66,14,4,1,1,Personal Auto,Personal L3,Offer1,Branch,39.627399,Four-Door Car,Medsize,224.372601
GB44176,Arizona,8378.357502,No,Premium,College,02-12-2011,Employed,M,40994,Rural,Married,106,8,94,0,8,Personal Auto,Personal L2,Offer2,Agent,60.227339,Four-Door Car,Medsize,9903.772661
RH70194,Nevada,5093.007525,No,Basic,Bachelor,1/30/11,Employed,M,29638,Suburban,Married,64,19,16,0,8,Personal Auto,Personal L3,Offer4,Branch,307.2,Four-Door Car,Medsize,716.8
TL40288,Oregon,13352.56134,No,Premium,College,02-07-2011,Unemployed,F,0,Suburban,Married,119,18,65,0,2,Personal Auto,Personal L2,Offer1,Agent,729.595208,Four-Door Car,Medsize,7005.404792
VZ70667,Oregon,14206.98091,No,Basic,College,1/14/11,Disabled,F,26056,Suburban,Married,73,17,73,0,2,Personal Auto,Personal L3,Offer1,Branch,355.558088,Four-Door Car,Medsize,4973.441912
GK21260,Oregon,10232.85415,No,Extended,Doctor,2/17/11,Medical Leave,F,22821,Suburban,Married,131,26,99,0,3,Personal Auto,Personal L2,Offer4,Call Center,740.05751,SUV,Medsize,12228.94249
GS92994,Washington,15435.68882,No,Extended,College,2/25/11,Employed,F,84581,Rural,Married,96,25,50,0,2,Personal Auto,Personal L3,Offer4,Web,4.334425,Four-Door Car,Large,4795.665575
KI91500,California,8641.046574,No,Basic,High School or Below,02-01-2011,Medical Leave,F,22193,Suburban,Married,74,13,74,0,2,Personal Auto,Personal L3,Offer2,Branch,415.535724,Two-Door Car,Small,5060.464276
TL51969,Washington,7334.915821,No,Basic,Bachelor,01-12-2011,Employed,M,30969,Suburban,Divorced,63,26,79,1,2,Personal Auto,Personal L3,Offer1,Call Center,358.225234,Two-Door Car,Small,4618.774766
NR16284,California,7462.926263,Yes,Extended,College,1/28/11,Employed,F,70263,Rural,Married,93,30,66,0,5,Personal Auto,Personal L3,Offer2,Call Center,7.345946,Two-Door Car,Small,6130.654054
MA68039,California,3635.028312,No,Extended,High School or Below,1/16/11,Employed,M,35056,Suburban,Married,96,12,52,3,1,Personal Auto,Personal L3,Offer4,Call Center,460.8,Two-Door Car,Medsize,4531.2
ZI51939,Oregon,5525.836623,No,Basic,College,2/20/11,Employed,M,73435,Suburban,Married,69,9,25,0,4,Corporate Auto,Corporate L2,Offer1,Branch,331.2,Two-Door Car,Small,1393.8
NX93393,Oregon,4335.353131,No,Premium,High School or Below,2/27/11,Employed,M,86096,Suburban,Married,108,30,1,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,518.4,Two-Door Car,Large,-410.4
SE30128,California,4832.117309,No,Extended,High School or Below,1/18/11,Unemployed,M,0,Suburban,Single,139,6,9,0,1,Personal Auto,Personal L2,Offer1,Call Center,1000.8,SUV,Medsize,250.20000000000005
VT78222,Oregon,9267.920019,No,Basic,Master,2/17/11,Employed,M,55808,Urban,Married,116,31,4,0,7,Personal Auto,Personal L3,Offer2,Call Center,551.413755,SUV,Small,-87.41375500000004
AH17051,California,14700.49784,No,Extended,Bachelor,01-09-2011,Employed,M,29695,Suburban,Married,94,34,66,0,2,Personal Auto,Personal L3,Offer2,Branch,554.143798,Four-Door Car,Medsize,5649.856202
NC76877,California,4905.127076,No,Basic,Bachelor,02-03-2011,Employed,F,88043,Urban,Married,61,2,43,0,3,Corporate Auto,Corporate L2,Offer2,Web,188.717606,Four-Door Car,Small,2434.282394
JD71348,California,7289.297853,No,Extended,College,1/24/11,Employed,M,60875,Urban,Married,92,0,84,0,3,Personal Auto,Personal L3,Offer1,Branch,410.846025,Four-Door Car,Medsize,7317.153975
DR88293,Arizona,8478.824155,No,Extended,Bachelor,1/31/11,Unemployed,M,0,Rural,Married,77,25,48,0,2,Personal Auto,Personal L1,Offer1,Branch,12.603783,Four-Door Car,Medsize,3683.396217
ZB23962,Oregon,7952.836873,No,Basic,High School or Below,02-05-2011,Unemployed,M,0,Suburban,Single,118,0,67,0,8,Personal Auto,Personal L3,Offer1,Call Center,849.6,SUV,Medsize,7056.4
JO90877,Washington,2869.997625,No,Basic,Bachelor,2/18/11,Employed,F,70974,Suburban,Married,71,15,0,0,1,Personal Auto,Personal L3,Offer1,Agent,340.8,Four-Door Car,Large,-340.8
IR45546,Oregon,10529.84867,No,Extended,Bachelor,1/18/11,Employed,F,37518,Urban,Married,131,35,91,0,6,Special Auto,Special L3,Offer1,Branch,472.850932,Sports Car,Medsize,11448.149068
LO99872,Oregon,5497.659883,No,Basic,College,2/22/11,Employed,M,28128,Suburban,Married,70,6,52,0,4,Personal Auto,Personal L3,Offer3,Agent,336.0,Two-Door Car,Medsize,3304.0
CW16221,Oregon,7090.468528,No,Extended,Bachelor,1/19/11,Employed,F,45254,Suburban,Divorced,93,4,25,3,4,Corporate Auto,Corporate L3,Offer3,Web,446.4,Four-Door Car,Medsize,1878.6
UU92753,Oregon,26416.25478,No,Basic,Doctor,01-11-2011,Employed,F,85537,Urban,Married,108,4,91,0,2,Personal Auto,Personal L3,Offer2,Call Center,285.276083,SUV,Medsize,9542.723917
WH63678,Oregon,2727.682464,No,Basic,Master,1/15/11,Employed,M,74608,Suburban,Married,68,11,4,1,1,Corporate Auto,Corporate L2,Offer3,Web,407.68374,Four-Door Car,Medsize,-135.68374
TE31876,California,11814.53241,No,Basic,High School or Below,2/21/11,Employed,F,41004,Suburban,Married,102,15,26,3,2,Personal Auto,Personal L3,Offer1,Call Center,489.6,Sports Car,Large,2162.4
MU59158,Arizona,4090.750678,No,Premium,Master,1/30/11,Employed,F,38884,Urban,Married,102,4,87,0,1,Personal Auto,Personal L3,Offer4,Branch,423.819864,Two-Door Car,Medsize,8450.180136
LV57595,California,5181.620895,Yes,Basic,Master,02-03-2011,Employed,F,97131,Suburban,Married,64,5,80,0,6,Corporate Auto,Corporate L3,Offer2,Agent,307.2,Four-Door Car,Small,4812.8
GY99495,Oregon,6172.392406,No,Extended,Master,2/14/11,Unemployed,M,0,Suburban,Divorced,84,6,93,0,7,Corporate Auto,Corporate L3,Offer1,Web,403.2,Four-Door Car,Medsize,7408.8
FN67085,California,2487.358049,No,Basic,College,01-08-2011,Employed,M,22331,Rural,Divorced,64,11,12,0,1,Corporate Auto,Corporate L3,Offer2,Web,61.20919,Four-Door Car,Medsize,706.79081
US82470,Arizona,13094.2046,No,Basic,Bachelor,1/19/11,Employed,M,37541,Rural,Married,109,10,31,0,2,Corporate Auto,Corporate L2,Offer1,Branch,96.212835,SUV,Large,3282.787165
UN53508,Oregon,4688.459288,No,Basic,Bachelor,1/17/11,Disabled,F,27357,Suburban,Married,61,19,48,0,5,Corporate Auto,Corporate L2,Offer1,Web,292.8,Four-Door Car,Small,2635.2
FK37308,Oregon,2703.466256,No,Basic,Doctor,2/24/11,Unemployed,F,0,Rural,Married,72,19,48,0,1,Corporate Auto,Corporate L3,Offer3,Call Center,41.927219,Two-Door Car,Medsize,3414.072781
EW34780,California,11315.20373,Yes,Premium,Bachelor,2/16/11,Disabled,F,11885,Suburban,Divorced,101,18,39,0,2,Personal Auto,Personal L3,Offer1,Agent,484.8,Four-Door Car,Medsize,3454.2
